width,height,subject_nr,avatar_file,gender,other_ratee,block_nr,rater_name,rater_file,ratee_type,ratee_name,ratee_file,liking,trial_nr,positive_left,positive_correct,pos_word,neg_word,correct_word,left_word,right_word,response,choice,chose_positive,accuracy,t_start_experiment,t_start_block,t_start_trial,t_response,likes_on_left,evaluation,t_ask_eval,t_eval_resp,rater_avatar,ratee_avatar
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,4,0,1,artistic,shallow,artistic,shallow,artistic,96,artistic,true,true,1633212684713,1633213218650,1633213236673,1633213239296,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,5,0,1,eager,passive,eager,passive,eager,97,eager,true,true,1633212684713,1633213218650,1633213239937,1633213242744,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,6,1,1,attentive,jealous,attentive,attentive,jealous,6,attentive,true,true,1633212684713,1633213218650,1633213243504,1633213247528,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,7,0,1,tender,hostile,tender,hostile,tender,96,tender,true,true,1633212684713,1633213218650,1633213248241,1633213250424,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,8,1,1,competent,emotional,competent,competent,emotional,8,competent,true,true,1633212684713,1633213218650,1633213251168,1633213253928,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,9,0,1,upright,tense,upright,tense,upright,95,upright,true,true,1633212684713,1633213218650,1633213254665,1633213259832,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,10,1,1,consistent,stubborn,consistent,consistent,stubborn,7,consistent,true,true,1633212684713,1633213218650,1633213260600,1633213263352,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,11,0,1,talented,ordinary,talented,ordinary,talented,95,talented,true,true,1633212684713,1633213218650,1633213264057,1633213267152,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,12,1,1,helpful,greedy,helpful,helpful,greedy,5,helpful,true,true,1633212684713,1633213218650,1633213267776,1633213270264,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,13,0,1,clever,inaccurate,clever,inaccurate,clever,91,clever,true,true,1633212684713,1633213218650,1633213270913,1633213275016,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,14,0,1,easy going,possessive,easy going,possessive,easy going,89,easy going,true,true,1633212684713,1633213218650,1633213275800,1633213278304,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,15,1,1,calm,nervous,calm,calm,nervous,9,calm,true,true,1633212684713,1633213218650,1633213279088,1633213282801,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,16,0,0,vivacious,unpopular,unpopular,unpopular,vivacious,95,vivacious,true,false,1633212684713,1633213218650,1633213283600,1633213286952,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,17,1,0,optimistic,melancholy,melancholy,optimistic,melancholy,98,melancholy,false,true,1633212684713,1633213218650,1633213288272,1633213291224,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,18,1,0,spirited,angry,angry,spirited,angry,99,angry,false,true,1633212684713,1633213218650,1633213291984,1633213295272,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,19,0,0,reliable,reckless,reckless,reckless,reliable,3,reckless,false,true,1633212684713,1633213218650,1633213295904,1633213298992,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,20,0,0,alert,restless,restless,restless,alert,6,restless,false,true,1633212684713,1633213218650,1633213299769,1633213304792,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,21,1,0,studious,aimless,aimless,studious,aimless,95,aimless,false,true,1633212684713,1633213218650,1633213305504,1633213307496,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,22,0,0,pleasant,unpleasant,unpleasant,unpleasant,pleasant,7,unpleasant,false,true,1633212684713,1633213218650,1633213308128,1633213310312,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,23,0,0,productive,sloppy,sloppy,sloppy,productive,6,sloppy,false,true,1633212684713,1633213218650,1633213310952,1633213313752,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,24,1,0,refined,vulgar,vulgar,refined,vulgar,92,vulgar,false,true,1633212684713,1633213218650,1633213314584,1633213317385,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,25,0,0,humble,vain,vain,vain,humble,9,vain,false,true,1633212684713,1633213218650,1633213318152,1633213327808,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,26,1,0,cheerful,sad,sad,cheerful,sad,99,sad,false,true,1633212684713,1633213218650,1633213328760,1633213330984,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,27,0,0,tidy,wasteful,wasteful,wasteful,tidy,3,wasteful,false,true,1633212684713,1633213218650,1633213331712,1633213334376,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,28,0,0,sincere,critical,critical,critical,sincere,2,critical,false,true,1633212684713,1633213218650,1633213335088,1633213337848,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,29,1,0,precise,clumsy,clumsy,precise,clumsy,96,clumsy,false,true,1633212684713,1633213218650,1633213339208,1633213341480,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,30,1,0,honest,liar,liar,honest,liar,96,liar,false,true,1633212684713,1633213218650,1633213342185,1633213345016,,,,,female11,
1536,864,6662666,female5,f,,4,Amy,,other,Lucy,female10,neutral,-99,1,0,thoughtful,obnoxious,obnoxious,thoughtful,obnoxious,98,obnoxious,false,true,1633212684713,1633213218650,1633213345736,1633213347424,0,50,1633213348248,1633213351664,female11,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,0,1,1,alert,restless,alert,alert,restless,25,alert,true,true,1633212684713,1633213351665,1633213352944,1633213357808,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,1,1,1,trustworthy,frivolous,trustworthy,trustworthy,frivolous,0,trustworthy,true,true,1633212684713,1633213351665,1633213358584,1633213361128,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,2,0,1,gracious,suspicious,gracious,suspicious,gracious,100,gracious,true,true,1633212684713,1633213351665,1633213361728,1633213363729,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,3,1,1,tender,hostile,tender,tender,hostile,0,tender,true,true,1633212684713,1633213351665,1633213364281,1633213365968,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,4,0,0,mature,childish,childish,childish,mature,100,mature,true,false,1633212684713,1633213351665,1633213366504,1633213368441,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,5,1,0,energetic,weak,weak,energetic,weak,2,energetic,true,false,1633212684713,1633213351665,1633213369057,1633213372040,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,6,1,0,tolerant,scornful,scornful,tolerant,scornful,95,scornful,false,true,1633212684713,1633213351665,1633213373896,1633213375536,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,7,0,0,neat,strict,strict,strict,neat,5,strict,false,true,1633212684713,1633213351665,1633213376168,1633213378880,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,8,1,0,outgoing,lonely,lonely,outgoing,lonely,98,lonely,false,true,1633212684713,1633213351665,1633213379456,1633213382408,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,9,0,0,wise,naive,naive,naive,wise,0,naive,false,true,1633212684713,1633213351665,1633213383248,1633213385440,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,10,0,0,vivacious,unpopular,unpopular,unpopular,vivacious,2,unpopular,false,true,1633212684713,1633213351665,1633213386280,1633213389280,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,11,0,0,competent,emotional,emotional,emotional,competent,1,emotional,false,true,1633212684713,1633213351665,1633213389872,1633213392944,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,12,1,0,modest,smug,smug,modest,smug,98,smug,false,true,1633212684713,1633213351665,1633213393760,1633213396176,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,13,1,0,pleasant,unpleasant,unpleasant,pleasant,unpleasant,98,unpleasant,false,true,1633212684713,1633213351665,1633213397201,1633213399929,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,14,0,0,eager,passive,passive,passive,eager,1,passive,false,true,1633212684713,1633213351665,1633213400752,1633213411400,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,15,1,0,imaginative,pessimistic,pessimistic,imaginative,pessimistic,99,pessimistic,false,true,1633212684713,1633213351665,1633213412024,1633213414274,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,16,0,0,proficient,indifferent,indifferent,indifferent,proficient,99,proficient,true,false,1633212684713,1633213351665,1633213414872,1633213418576,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,17,0,0,consistent,stubborn,stubborn,stubborn,consistent,1,stubborn,false,true,1633212684713,1633213351665,1633213419872,1633213421785,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,18,0,0,helpful,greedy,greedy,greedy,helpful,3,greedy,false,true,1633212684713,1633213351665,1633213422408,1633213423840,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,19,1,0,optimistic,melancholy,melancholy,optimistic,melancholy,92,melancholy,false,true,1633212684713,1633213351665,1633213424584,1633213426232,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,20,0,0,gentle,stern,stern,stern,gentle,5,stern,false,true,1633212684713,1633213351665,1633213426888,1633213429192,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,21,0,0,accurate,mediocre,mediocre,mediocre,accurate,7,mediocre,false,true,1633212684713,1633213351665,1633213429832,1633213432384,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,22,0,0,lively,noisy,noisy,noisy,lively,36,noisy,false,true,1633212684713,1633213351665,1633213433664,1633213436472,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,23,0,0,generous,selfish,selfish,selfish,generous,37,selfish,false,true,1633212684713,1633213351665,1633213437336,1633213441200,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,24,1,0,ethical,unfair,unfair,ethical,unfair,64,unfair,false,true,1633212684713,1633213351665,1633213442000,1633213449856,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,25,0,0,dependable,careless,careless,careless,dependable,38,careless,false,true,1633212684713,1633213351665,1633213450768,1633213453400,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,26,1,0,tidy,wasteful,wasteful,tidy,wasteful,70,wasteful,false,true,1633212684713,1633213351665,1633213454112,1633213459777,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,27,1,0,studious,aimless,aimless,studious,aimless,73,aimless,false,true,1633212684713,1633213351665,1633213460505,1633213463560,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,28,0,0,logical,boring,boring,boring,logical,85,logical,true,false,1633212684713,1633213351665,1633213464882,1633213466776,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,29,1,0,polite,rude,rude,polite,rude,86,rude,false,true,1633212684713,1633213351665,1633213469145,1633213471408,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,30,1,0,cheerful,sad,sad,cheerful,sad,83,sad,false,true,1633212684713,1633213351665,1633213476552,1633213479377,,,,,female8,
1536,864,6662666,female5,f,,5,Sara,,you,Lucy,female10,dislike,-99,1,0,rational,foolish,foolish,rational,foolish,84,foolish,false,true,1633212684713,1633213351665,1633213480048,1633213481664,0,10,1633213482401,1633213489177,female8,
