"numID","posiSelf","posiOther","dEvSelf","dEvOther","aEvSelf","aEvOther","alphaPrec","genLR","repLR","wp0","wAttr","mem","LL","LP","AIC","BIC","eaS1neg","eaS1pos","eaSneg","eaSneu","eaSpos","eaO1neg","eaO1pos","eaOneg","eaOneu","eaOpos","ltS1neg","ltS1pos","ltSneg","ltSneu","ltSpos","ltO1neg","ltO1pos","ltOneg","ltOneu","ltOpos"
660073.000000,2.162360,0.854616,1.356477,1.356477,0.693147,0.693147,2.349308,-2.197225,-3.259249,-0.675462,5.865443,6.910000,-37.161972,-31.468800,88.323944,96.985021,3.818182,6.000000,2.945455,5.490909,NaN,2.345455,3.400000,NaN,4.345455,4.763636,2.690909,6.000000,1.000000,4.000000,NaN,1.490909,5.000000,NaN,3.000000,5.109091
660074.000000,1.427551,0.273635,2.439580,2.439580,0.693147,0.693147,1.780658,-2.197225,-3.311511,0.969826,7.549097,6.910000,-79.528253,-73.965899,173.056506,181.717583,4.854545,6.000000,4.145455,5.909091,NaN,3.363636,3.418182,NaN,4.690909,4.727273,3.018182,6.000000,1.400000,4.309091,NaN,2.000000,4.909091,NaN,3.363636,5.000000
660075.000000,1.136949,0.674928,2.336596,2.336596,0.693147,0.693147,2.136234,-2.197225,-0.647821,0.332269,9.047387,6.910000,-63.708807,-58.166106,141.417613,150.078690,4.927273,5.909091,3.818182,5.545455,NaN,3.636364,4.345455,NaN,4.872727,5.763636,3.000000,6.000000,1.381818,4.000000,NaN,2.000000,4.890909,NaN,3.545455,5.054545
660076.000000,0.342743,0.357007,0.564991,0.564991,0.693147,0.693147,1.799247,-2.197225,-2.332520,-0.452712,3.748996,6.910000,-65.910854,-60.109436,145.821707,154.482785,2.145455,4.581818,1.327273,3.836364,NaN,1.600000,2.781818,NaN,2.981818,3.800000,2.181818,6.000000,1.000000,3.836364,NaN,1.381818,4.909091,NaN,2.981818,5.000000
660077.000000,1.695190,0.068611,1.458047,1.458047,0.693147,0.693147,2.025261,-2.197225,-0.553857,-0.726043,5.704687,6.910000,-59.422788,-53.681300,132.845576,141.506653,4.036364,5.672727,3.145455,5.509091,NaN,1.163636,2.327273,NaN,2.763636,3.000000,2.690909,6.000000,1.000000,4.000000,NaN,1.000000,4.781818,NaN,3.036364,5.054545
660078.000000,0.861638,0.005593,2.456543,2.456543,0.693147,0.693147,1.924383,-2.197225,-6.553067,1.165939,6.918834,6.910000,-59.322031,-53.787371,132.644062,141.305139,4.872727,6.000000,4.072727,5.818182,NaN,3.236364,3.545455,NaN,4.072727,4.545455,3.072727,6.000000,1.490909,3.963636,NaN,2.000000,4.800000,NaN,3.109091,5.000000
660079.000000,2.400584,0.950403,1.790946,1.790946,0.693147,0.693147,1.769090,-2.197225,-4.213758,0.354898,8.677503,6.910000,-73.000004,-67.375420,160.000008,168.661086,5.036364,6.000000,3.745455,5.854545,NaN,2.818182,4.581818,NaN,4.818182,6.000000,3.018182,6.000000,1.145455,3.927273,NaN,2.000000,4.854545,NaN,3.200000,5.327273
660080.000000,1.509207,0.659687,2.462169,2.462169,0.693147,0.693147,2.135354,-2.197225,0.354873,0.475977,1.415251,6.910000,-24.879542,-19.351518,63.759084,72.420162,3.945455,5.090909,3.018182,5.327273,NaN,2.963636,3.818182,NaN,3.963636,4.690909,2.690909,6.000000,1.290909,4.000000,NaN,1.872727,5.000000,NaN,3.000000,5.090909
660081.000000,1.872241,0.758638,2.963447,2.963447,0.693147,0.693147,2.057303,-2.197225,-3.123202,-0.918942,4.290517,6.910000,-53.586969,-48.167341,121.173938,129.835015,3.963636,5.345455,2.436364,4.527273,NaN,1.690909,2.454545,NaN,3.327273,3.709091,2.436364,6.000000,1.000000,3.945455,NaN,1.254545,4.618182,NaN,3.000000,5.000000
660082.000000,2.214160,0.175182,2.814207,2.814207,0.693147,0.693147,1.847452,-2.197225,-0.658286,0.919608,12.211467,6.910000,-71.604408,-66.298022,157.208817,165.869894,5.418182,5.890909,4.836364,6.000000,NaN,1.363636,3.636364,NaN,5.000000,5.018182,3.109091,6.000000,1.381818,4.690909,NaN,2.000000,4.818182,NaN,3.072727,5.000000
660083.000000,1.854481,0.039743,-0.072947,-0.072947,0.693147,0.693147,1.944523,-2.197225,-0.168372,-1.721197,3.774143,6.910000,-35.382832,-29.593406,84.765664,93.426741,2.454545,3.800000,1.490909,4.109091,NaN,1.000000,2.090909,NaN,2.018182,2.745455,2.109091,5.981818,1.000000,3.745455,NaN,1.000000,4.490909,NaN,2.909091,5.000000
660084.000000,-0.145986,0.496628,2.941184,2.941184,0.693147,0.693147,1.811370,-2.197225,-0.768671,0.303210,6.028874,6.910000,-88.775275,-83.321165,191.550550,200.211627,2.472727,5.345455,1.490909,3.090909,NaN,3.800000,4.690909,NaN,4.654545,5.636364,2.436364,5.945455,1.145455,3.763636,NaN,1.872727,4.927273,NaN,3.218182,5.036364
660085.000000,2.399605,3.619262,-1.883894,-1.883894,0.693147,0.693147,-0.256638,-2.197225,-7.543074,-1.228503,3.289959,6.910000,-112.740957,-107.015246,239.481913,248.142991,3.054545,5.109091,2.218182,4.254545,NaN,2.800000,3.781818,NaN,3.418182,4.400000,2.181818,6.000000,1.000000,3.927273,NaN,1.763636,4.909091,NaN,3.000000,5.054545
660086.000000,0.881075,0.444610,2.806688,2.806688,0.693147,0.693147,1.788476,-2.197225,-0.757778,0.419651,4.284523,6.910000,-66.378148,-60.849582,146.756295,155.417373,4.472727,5.600000,3.854545,5.327273,NaN,3.127273,4.163636,NaN,3.781818,4.872727,2.690909,6.000000,1.290909,4.000000,NaN,1.872727,4.836364,NaN,3.000000,5.018182
660087.000000,1.496363,0.534449,3.212186,3.212186,0.693147,0.693147,1.890005,-2.197225,-0.183040,-0.759110,4.045150,6.910000,-68.103800,-62.785257,150.207599,158.868677,3.327273,3.818182,2.636364,4.381818,NaN,1.836364,2.800000,NaN,3.163636,4.345455,2.581818,5.945455,1.000000,3.836364,NaN,1.418182,4.545455,NaN,3.000000,5.000000
660088.000000,0.562878,0.118408,1.491428,1.491428,0.693147,0.693147,2.013350,-2.197225,-2.255122,1.178671,8.523606,6.910000,-67.560517,-61.893874,149.121035,157.782112,4.709091,6.000000,3.272727,5.436364,NaN,2.654545,3.636364,NaN,3.927273,4.309091,2.545455,6.000000,1.000000,4.036364,NaN,1.781818,5.000000,NaN,3.036364,5.109091
660089.000000,1.748509,0.002812,1.906855,1.906855,0.693147,0.693147,1.698666,-2.197225,-2.158946,0.007481,5.586570,6.910000,-71.449475,-65.736667,156.898950,165.560028,4.472727,6.000000,3.163636,5.472727,NaN,1.345455,2.618182,NaN,2.654545,3.509091,2.872727,6.000000,1.454545,4.018182,NaN,1.527273,4.781818,NaN,2.872727,5.000000
660090.000000,0.956224,0.378579,2.055304,2.055304,0.693147,0.693147,1.904756,-2.197225,-1.506163,0.352231,1.462861,6.910000,-40.499163,-34.872227,94.998325,103.659402,3.800000,5.254545,2.654545,5.000000,NaN,2.963636,4.018182,NaN,3.818182,4.218182,2.690909,6.000000,1.000000,3.927273,NaN,1.872727,5.000000,NaN,3.000000,5.054545
660091.000000,2.144924,0.849259,1.523819,1.523819,0.693147,0.693147,1.734527,-2.197225,-0.400305,-1.019525,9.360594,6.910000,-70.984136,-65.327541,155.968272,164.629349,4.800000,6.000000,3.363636,5.527273,NaN,2.290909,4.981818,NaN,4.818182,5.800000,2.836364,6.000000,1.000000,4.000000,NaN,1.654545,4.909091,NaN,3.163636,5.163636
660092.000000,-0.174198,0.810773,2.677723,2.677723,0.693147,0.693147,2.610355,-2.197225,-0.459240,-0.596616,0.777460,6.910000,-22.423476,-17.094197,58.846952,67.508029,2.381818,3.854545,1.672727,3.345455,NaN,1.781818,2.763636,NaN,2.436364,3.527273,2.054545,5.945455,1.000000,3.490909,NaN,1.018182,4.490909,NaN,2.981818,5.000000
660093.000000,0.866030,-0.289480,2.360932,2.360932,0.693147,0.693147,2.123310,-2.197225,-1.189611,-0.195214,4.674670,6.910000,-50.033958,-44.401924,114.067915,122.728993,4.290909,5.745455,3.290909,5.490909,NaN,1.381818,2.563636,NaN,2.163636,3.090909,2.690909,6.000000,1.018182,4.000000,NaN,1.381818,4.727273,NaN,2.945455,5.000000
660094.000000,1.915307,-3.573159,-0.274913,-0.274913,0.693147,0.693147,-1.317180,-2.197225,5.869320,-1.421663,0.675723,6.910000,-165.409283,-159.838882,344.818567,353.479644,2.636364,4.654545,2.145455,3.636364,NaN,1.945455,3.490909,NaN,2.727273,3.618182,2.109091,6.000000,1.000000,3.781818,NaN,1.418182,4.818182,NaN,3.000000,5.000000
660095.000000,0.099882,-0.141850,2.532623,2.532623,0.693147,0.693147,2.161253,-2.197225,-0.587941,-0.900534,9.305372,6.910000,-74.350380,-68.863171,162.700761,171.361838,2.327273,5.727273,1.290909,4.254545,NaN,1.327273,3.290909,NaN,1.636364,2.854545,2.563636,6.000000,1.000000,3.872727,NaN,1.872727,4.654545,NaN,2.981818,5.000000
660096.000000,1.884818,-3.702284,-0.424278,-0.424278,0.693147,0.693147,-0.240764,-2.197225,7.677467,-0.525115,0.519493,6.910000,-84.169947,-78.651503,182.339895,191.000972,2.909091,4.672727,2.072727,4.000000,NaN,2.127273,3.200000,NaN,2.963636,3.618182,2.181818,6.000000,1.000000,3.781818,NaN,1.200000,4.909091,NaN,3.000000,5.000000
660097.000000,1.221398,0.131036,3.465376,3.465376,0.693147,0.693147,1.784389,-2.197225,-2.945292,0.638596,4.343831,6.910000,-48.574091,-43.458769,111.148182,119.809260,4.818182,6.000000,3.909091,5.581818,NaN,3.000000,3.872727,NaN,4.581818,4.872727,3.018182,6.000000,1.490909,4.000000,NaN,1.872727,4.890909,NaN,3.000000,5.000000
660098.000000,0.602428,0.788897,2.374257,2.374257,0.693147,0.693147,2.185496,-2.197225,-4.349592,0.628976,7.629345,6.910000,-59.315880,-53.773623,132.631760,141.292838,4.327273,6.000000,2.727273,5.236364,NaN,3.854545,5.072727,NaN,4.854545,5.836364,2.872727,6.000000,1.290909,4.000000,NaN,2.000000,4.981818,NaN,3.327273,5.163636
660099.000000,1.244915,0.731518,2.283511,2.283511,0.693147,0.693147,1.836586,-2.197225,-0.871428,-0.453118,7.247026,6.910000,-84.087963,-78.466027,182.175926,190.837003,4.563636,5.763636,3.436364,5.400000,NaN,2.854545,4.309091,NaN,4.345455,4.981818,2.890909,6.000000,1.163636,3.890909,NaN,1.872727,4.709091,NaN,3.145455,5.072727
660100.000000,0.574609,0.888490,2.426161,2.426161,0.693147,0.693147,1.957735,-2.197225,-1.057421,1.387774,3.831351,6.910000,-36.318639,-30.694753,86.637278,95.298355,4.581818,6.000000,3.527273,5.490909,NaN,3.890909,4.818182,NaN,4.872727,5.854545,3.018182,6.000000,1.800000,4.000000,NaN,2.000000,5.000000,NaN,3.381818,5.618182

